index,start_time,end_time,result
1,8.81,10.8725,hit
2,13.53917,15.2475,miss
3,27.185,29.76833,miss
4,35.14333,37.60167,miss
5,45.91417,47.91417,miss
6,59.14333,61.28917,miss
7,66.97667,69.41417,miss
8,74.6225,77.06,hit
9,84.06,87.20583,hit
10,90.22667,93.185,hit
11,95.91417,97.935,miss
12,102.56,104.45583,miss
13,107.78917,109.76833,miss
14,114.668,117.22667,miss
15,125.977,127.81,miss
16,131.41417,133.26833,miss
17,137.81,139.95583,hit
18,143.31,145.35167,miss
19,147.95583,150.1225,hit
20,153.435,155.35167,miss
21,158.76833,160.56,miss
22,165.35167,167.76833,hit
23,173.16417,174.89333,hit
24,180.64333,182.76833,hit
25,186.935,189.01833,miss
26,193.935,196.10167,miss
27,201.06,203.08083,miss
28,206.14333,208.31,miss
29,216.58083,218.89333,hit
30,224.53917,226.58083,hit
31,230.28917,231.95583,miss
32,236.435,238.26833,miss
33,242.4975,245.185,hit
34,250.08083,252.685,hit
35,258.51833,260.83083,miss
36,264.51833,266.31,hit
37,274.35167,276.374,miss
38,280.06,281.81,miss
39,285.8725,287.566,miss
40,290.20583,291.7475,hit
41,313.31,314.97667,miss
42,323.1225,324.81,miss
43,327.877,329.51833,miss
44,333.47667,335.4975,hit
45,337.35167,338.81,hit
46,340.935,342.41,miss
47,345.58083,347.28917,hit
48,350.76833,352.56,miss
49,356.14333,358.03917,miss
50,361.08083,363.06,miss
51,368.31,370.14333,hit
52,373.2475,374.935,miss
53,376.56,378.64333,miss
54,382.51833,384.47667,hit
55,389.56,391.60167,miss
56,395.8725,397.935,miss
57,401.97667,403.778,miss
58,406.97667,408.91417,hit
59,412.31,414.45583,hit
60,419.06,420.81,hit
61,423.76833,425.491,miss
62,432.56,434.89333,hit
63,438.31,440.435,hit
64,442.85167,444.85167,hit
65,447.14333,449.45583,miss
66,451.935,453.60167,hit
67,455.66417,457.914,miss
68,461.06,462.768,miss
69,466.56,468.31,hit
70,471.2475,472.935,miss
71,477.56,479.76833,miss
72,484.22667,486.31,hit
73,488.76833,490.72667,hit
74,492.35167,493.95583,hit
75,2.221,3.685,hit
