index,start_time,end_time,result
1,1.498,4.2475,miss
2,11.581,14.685,miss
3,19.414,21.85167,miss
4,30.622,33.91417,miss
5,37.018,39.435,miss
6,42.164,44.7475,miss
7,54.643,57.435,miss
8,61.477,63.85167,miss
9,66.164,68.53917,miss
10,72.748,75.64333,miss
11,79.331,82.1225,miss
12,87.935,90.31,miss
13,93.289,96.06,miss
14,99.331,102.22667,miss
15,107.935,111.03917,hit
16,119.06,121.8725,miss
17,125.373,128.28917,hit
18,132.206,134.83083,hit
19,142.914,145.9975,miss
20,151.498,154.1225,miss
21,161.748,164.76833,hit
22,171.956,174.35167,hit
23,182.268,184.95583,miss
24,190.727,193.33083,miss
25,195.102,197.76833,miss
26,199.623,202.28917,miss
27,206.935,209.8725,miss
28,215.123,217.685,hit
29,222.706,225.53917,miss
30,232.206,234.89333,hit
31,240.164,242.66417,miss
32,243.914,247.26833,miss
33,251.643,254.2475,hit
34,257.018,260.35167,miss
35,265.914,268.935,hit
36,275.623,278.35167,miss
37,287.289,290.185,hit
38,297.602,300.66417,hit
39,306.102,308.70583,hit
40,313.164,316.14333,miss
41,322.227,324.26833,miss
42,329.018,331.58083,hit
43,336.227,338.47667,miss
44,342.06,344.45583,miss
45,346.518,349.20583,miss
46,353.143,355.41417,hit
47,361.081,363.83083,miss
48,367.664,370.06,hit
49,376.123,379.01833,hit
50,381.623,384.45583,miss
51,390.435,394.33083,hit
52,400.998,403.66417,hit
53,408.4975,411.06,miss
54,418.664,421.01833,hit
55,425.06,427.53917,miss
56,436.06,438.8725,hit
57,442.685,445.3725,miss
58,453.352,456.41417,miss
59,467.331,470.56,miss
60,475.123,477.58083,miss
61,489.248,491.97667,hit
62,500.789,503.6225,hit
63,509.352,512.41417,hit
64,519.164,521.22667,miss
65,528.102,530.31,miss
66,533.997,536.58083,miss
67,547.393,550.56,miss
68,556.831,559.81,miss
69,571.977,574.81,miss
70,578.393,580.7475,hit
71,587.081,589.6225,hit
72,593.997,596.76833,miss
73,601.643,604.83083,miss
74,610.185,613.51833,miss
75,622.456,625.685,miss
76,629.122,631.1225,miss
77,636.414,638.935,hit
78,641.56,643.78917,miss
79,650.602,653.435,hit
80,659.581,662.45583,miss
81,668.831,671.81,miss
82,673.831,676.185,miss
83,684.852,686.95583,miss
84,690.456,693.51833,hit
85,700.268,703.39333,miss
86,707.143,709.60167,miss
87,713.206,715.78917,miss
88,724.685,727.31,miss
89,731.914,734.16417,miss
90,735.81,738.39333,miss
91,749.018,751.28917,miss
92,756.289,758.7475,miss
93,763.477,766.22667,miss
94,770.372,773.70583,hit
95,780.893,783.53917,miss
96,785.727,788.20583,miss
97,790.122,792.81,hit
98,799.977,802.83083,miss
99,809.372,811.51833,miss
100,821.935,824.7475,miss
101,839.122,841.76833,miss
102,843.789,847.45583,hit
103,854.06,857.41417,miss
104,861.435,865.41417,miss
105,873.122,876.03917,miss
106,881.81,884.76833,miss
107,890.581,893.76833,hit
108,899.789,902.66417,miss
