index,start_time,end_time,result
1,0.0,3.7475,miss
2,4.852,7.14333,miss
3,18.08083,21.20583,miss
4,26.56,29.41417,hit
5,34.81,37.64333,hit
6,43.768,47.14333,miss
7,50.874,53.51833,miss
8,55.352,58.20583,miss
9,63.498,66.685,miss
10,72.227,76.06,miss
11,80.6225,83.97667,hit
12,88.977,91.78917,miss
13,96.873,100.33083,hit
14,105.206,108.22667,miss
15,110.227,113.14333,hit
16,115.227,118.78917,miss
17,124.123,126.8725,miss
18,134.685,138.10167,miss
19,143.623,147.14333,miss
20,152.998,155.81,hit
21,160.248,162.89333,miss
22,169.539,171.81,miss
23,177.352,179.91417,hit
24,183.143,185.95583,miss
25,193.06,195.91417,miss
26,199.081,201.85167,miss
27,206.248,208.76833,miss
28,211.706,214.20583,hit
29,217.018,219.58083,miss
30,233.331,236.3725,miss
31,242.102,245.06,hit
32,249.789,252.97667,miss
33,258.623,261.39333,hit
34,269.935,272.31,hit
35,276.935,279.53917,hit
36,285.768,288.10167,hit
37,295.268,297.51833,hit
38,300.227,302.9975,miss
39,307.331,310.28917,miss
40,311.602,314.47667,hit
41,319.373,322.2475,miss
42,327.31,330.1225,miss
43,332.185,335.16417,miss
44,341.206,344.1225,miss
45,350.01833,353.3725,miss
46,358.643,361.64333,miss
47,366.206,369.35167,miss
48,374.123,377.58083,hit
49,383.914,386.70583,hit
50,393.227,396.39333,miss
51,398.852,402.01833,miss
52,406.039,408.95583,hit
53,412.539,415.78917,miss
54,421.039,424.01833,miss
55,428.248,431.22667,miss
56,439.268,441.58083,hit
57,444.123,447.3725,miss
58,449.768,452.72667,miss
59,458.268,461.26833,miss
60,466.623,469.64333,miss
61,472.018,475.06,miss
62,480.664,484.06,miss
63,486.685,489.60167,miss
64,493.498,496.1225,miss
65,513.435,516.20583,hit
66,525.435,528.76833,miss
67,535.789,538.16417,miss
68,546.10167,550.01833,miss
69,555.477,557.76833,hit
70,563.685,566.70583,miss
71,572.727,575.08083,hit
72,583.268,585.45583,miss
73,587.268,590.185,miss
74,596.289,599.35167,miss
75,603.602,606.4975,miss
76,610.914,613.6225,miss
77,617.247,620.03917,miss
78,623.997,626.97667,miss
