index,start_time,end_time,result
1,8.768,11.3725,miss
2,14.685,17.1225,hit
3,22.622,25.47667,miss
4,31.268,34.10167,hit
5,45.852,47.95583,miss
6,65.623,68.22667,miss
7,79.873,82.20583,miss
8,93.664,96.14333,hit
9,103.602,106.26833,miss
10,115.893,118.81,miss
11,125.123,127.3725,miss
12,136.685,139.03917,miss
13,148.581,150.91417,miss
14,156.852,159.20583,miss
15,168.289,171.39333,miss
16,174.664,176.97667,hit
17,181.518,183.9975,hit
18,191.039,193.4975,miss
19,195.16417,197.89333,hit
20,206.643,209.31,hit
21,216.289,219.22667,hit
22,226.998,229.6225,miss
23,240.56,242.9975,miss
24,254.268,256.33083,miss
25,266.498,269.41417,miss
26,278.123,281.72667,hit
27,288.102,290.9975,hit
28,298.56,300.685,miss
29,309.185,312.39333,miss
30,319.352,321.8725,hit
31,327.018,329.91417,miss
32,334.664,337.22667,miss
33,342.289,345.14333,hit
34,350.518,352.91417,hit
35,361.643,363.76833,hit
36,369.393,371.66417,hit
37,379.039,381.89333,miss
38,389.518,391.78917,hit
39,398.643,401.08083,hit
40,409.414,412.03917,miss
41,420.893,423.185,hit
42,427.956,430.10167,hit
43,435.935,438.6225,miss
44,441.831,444.39333,miss
45,452.664,455.47667,miss
46,462.227,464.81,miss
47,470.623,472.78917,hit
48,481.602,484.60167,hit
49,492.831,496.1225,hit
50,500.248,502.685,miss
51,506.956,509.3725,miss
52,522.602,524.91417,miss
53,532.164,534.41417,miss
54,540.06,542.685,hit
55,548.831,551.56,miss
56,557.018,559.1225,miss
57,572.039,574.14333,hit
58,579.122,582.03917,hit
59,590.289,592.83083,hit
60,598.018,600.185,hit
61,604.581,608.185,hit
62,613.852,616.97667,miss
63,624.914,627.45583,miss
64,629.852,632.97667,hit
65,642.393,645.72667,miss
66,652.622,655.20583,hit
67,662.664,665.14333,miss
68,673.727,676.14333,hit
69,680.831,683.185,miss
70,691.393,694.2475,hit
71,703.164,705.28917,miss
72,719.018,721.3725,hit
73,728.122,730.53917,hit
74,739.872,742.22667,miss
75,754.872,758.2475,hit
76,763.289,766.41417,hit
77,773.372,775.935,miss
78,780.081,782.45583,miss
79,788.81,791.22667,miss
80,797.872,800.76833,hit
81,807.247,810.41417,hit
82,817.352,819.56,miss
83,824.664,826.91417,hit
84,832.352,834.89333,miss
85,845.497,847.56,miss
86,853.393,855.935,hit
87,860.977,862.9975,hit
88,870.352,872.66417,hit
89,877.685,880.47667,miss
90,884.997,887.01833,hit
91,892.706,895.06,miss
92,908.622,910.76833,miss
93,927.497,931.10167,miss
94,938.06,940.7475,hit
95,948.393,950.85167,miss
96,955.685,958.53917,hit
97,963.247,966.06,hit
98,970.164,973.1225,hit
99,978.289,980.97667,miss
100,986.289,988.97667,miss
101,992.81,995.66417,hit
102,1000.352,1002.97667,hit
103,1008.268,1010.3725,miss
104,1015.372,1017.8725,miss
105,1030.831,1032.95583,miss
106,1043.622,1046.60167,miss
107,1049.456,1051.66417,hit
108,1055.435,1057.51833,miss
109,1061.747,1064.435,hit
110,1070.4975,1073.26833,miss
111,1080.268,1082.81,miss
112,1088.164,1090.91417,hit
113,1094.664,1097.26833,miss
114,1101.747,1104.10167,hit
115,1108.664,1110.97667,miss
116,1120.768,1123.10167,miss
117,1128.872,1130.78917,miss
118,1135.831,1137.45583,miss
119,1142.539,1145.33083,miss
120,1149.685,1151.83083,miss
121,1164.372,1166.60167,hit
122,1170.685,1173.31,hit
123,1178.393,1181.06,miss
124,1185.685,1188.3725,hit
125,1192.477,1194.95583,hit
126,1198.372,1200.83083,miss
127,1220.122,1222.20583,miss
128,1224.997,1228.1225,hit
129,1235.164,1237.91417,miss
130,1245.539,1248.435,miss
131,1252.539,1255.41417,miss
132,1264.706,1267.83083,hit
133,1275.185,1277.64333,miss
