index,start_time,end_time,result
1,13.706,19.41417,miss
2,32.227,38.41417,miss
3,50.289,55.185,miss
4,63.289,68.85167,miss
5,77.748,83.91417,miss
6,97.31,104.185,miss
7,115.518,122.33083,miss
8,134.248,141.7475,miss
9,159.581,166.10167,miss
10,172.373,179.58083,miss
11,196.018,201.72667,miss
12,209.831,214.20583,miss
13,229.518,235.1225,miss
14,245.706,251.51833,miss
15,261.852,267.9975,miss
16,280.248,286.26833,miss
17,298.123,302.81,miss
18,316.31,320.72667,miss
19,334.414,340.76833,miss
20,351.102,358.33083,miss
21,372.387,377.64333,miss
22,386.643,391.72667,miss
23,407.102,412.81,miss
24,425.64333,432.08083,miss
25,445.852,450.53917,miss
26,465.498,469.2475,miss
27,487.018,490.72667,miss
28,503.456,508.08083,miss
29,519.664,524.33083,miss
30,531.477,535.97667,miss
31,549.039,554.35167,miss
32,567.685,572.6225,miss
33,583.789,588.95583,miss
34,601.143,608.8725,miss
35,623.56,630.01833,miss
36,643.477,649.22667,miss
37,668.185,674.58083,miss
38,687.06,694.08083,miss
39,708.435,712.9975,miss
40,731.018,736.01833,miss
41,747.685,752.3725,miss
42,766.247,770.6225,hit
43,781.893,787.45583,miss
44,800.518,805.2475,miss
45,817.393,823.81,miss
46,834.831,839.78917,miss
47,849.893,856.33083,miss
48,868.393,874.47667,miss
49,888.727,895.64333,miss
50,907.685,914.2475,hit
51,930.602,937.97667,miss
52,949.352,955.70583,miss
53,971.03917,976.53917,miss
54,989.977,994.53917,miss
55,1006.102,1011.3725,miss
56,1021.268,1026.91417,hit
57,1036.935,1042.85167,miss
58,1053.81,1060.1225,hit
59,1071.56,1076.85167,miss
60,1081.935,1087.10167,miss
61,1096.685,1104.01833,miss
62,1115.956,1122.03917,miss
63,1133.977,1140.6225,miss
64,1153.956,1159.35167,miss
65,1178.414,1184.9975,miss
66,1200.977,1206.33083,miss
67,1223.143,1227.89333,miss
68,1241.85167,1247.76833,hit
69,1261.39333,1268.08083,hit
70,1279.247,1285.4975,miss
71,1297.685,1303.39333,miss
72,1315.372,1321.72667,miss
73,1332.685,1337.66417,miss
74,1349.956,1354.91417,miss
75,1367.435,1373.8725,miss
76,1384.477,1391.33083,miss
77,1405.643,1410.83083,miss
78,1425.372,1431.1225,miss
79,1443.935,1450.16417,miss
80,1462.164,1467.33083,miss
81,1476.456,1481.01833,miss
82,1497.497,1502.95583,miss
83,1514.622,1518.8725,miss
84,1529.58083,1535.72667,hit
85,1552.914,1557.935,miss
86,1562.747,1567.83083,miss
87,1588.852,1594.7475,miss
88,1607.06,1612.185,miss
89,1623.956,1631.31,miss
90,1644.914,1651.56,miss
91,1669.581,1677.14333,miss
92,1690.345,1697.16417,miss
93,1706.977,1712.6225,miss
94,1725.893,1731.1225,miss
95,1742.539,1747.72667,miss
96,1765.143,1770.72667,miss
97,1789.643,1796.56,miss
98,1809.372,1814.97667,miss
99,1829.977,1835.26833,miss
100,1848.727,1854.01833,miss
101,1869.914,1876.64333,miss
102,1884.685,1890.7475,miss
103,1912.435,1919.31,miss
104,1933.60167,1939.435,hit
105,1960.539,1967.6225,miss
106,1972.206,1979.76833,miss
107,2002.31,2008.31,miss
108,2024.31,2029.03917,miss
109,2047.956,2052.60167,miss
110,2068.727,2074.39333,miss
111,2087.06,2093.64333,miss
112,2106.289,2112.01833,miss
113,2124.268,2130.435,miss
114,2142.81,2147.31,miss
115,2162.997,2168.28917,miss
116,2174.456,2181.7475,miss
117,2192.685,2199.35167,miss
118,2212.685,2218.51833,miss
119,2233.689,2240.76833,miss
120,2253.9975,2260.33083,miss
121,2272.622,2278.1225,miss
122,2290.852,2296.14333,miss
123,2310.956,2316.53917,miss
124,2333.039,2337.85167,miss
125,2354.685,2363.91417,miss
126,2373.164,2380.33083,miss
127,2390.06,2394.9975,miss
128,2405.414,2412.83083,miss
129,2424.331,2430.31,miss
130,2437.102,2444.28917,miss
131,2457.935,2463.10167,miss
132,2473.372,2479.26833,miss
133,2494.664,2502.28917,miss
134,2515.914,2522.7475,miss
135,2535.018,2539.97667,miss
136,2553.664,2559.76833,miss
